Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
0.00631406,6,0,404,0,67.33333333333333,0,63984.187670056985,950.2602129216384,0.003442208,9.631399999999969e-05,0.00631406,0.0012628119999999999,0.0014757028158736772,0.003442208,9.631399999999969e-05,0,0,0,0,0,0,0,0,0,120,0,950.2602129216384,0.0,66,74,67.33333333333333,3.265986323710904,10.666666666666666,0,0,0,0,0,0,0,0,0.0,67.33333333333333,67.33333333333333,0,120,0,0,0,0,0,0,6,404,0,0,-1,-1,6,20,0,0,0,0,0,0,0,0
0.0060562540000000005,4,0,445,0,111.25,0,73477.76364729748,660.4742799757076,0.0032411410000000003,0.0006622830000000001,0.0060562540000000005,0.0020187513333333336,0.0012946466555328266,0.0032411410000000003,0.0006622830000000001,0,0,0,0,0,0,0,0,0,80,0,660.4742799757076,0.0,66,239,111.25,85.25012218955075,7267.583333333333,0,0,0,0,0,0,0,0,0.0,111.25,111.25,0,80,0,0,0,0,0,0,4,445,0,0,-1,-1,4,20,0,0,0,0,0,0,0,0
0.0,1,0,262,0,262.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,262,262,262.0,,,0,0,0,0,0,0,0,0,0.0,262.0,262.0,0,20,0,0,0,0,0,0,1,262,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.0,1,0,68,0,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,68,68,68.0,,,0,0,0,0,0,0,0,0,0.0,68.0,68.0,0,20,0,0,0,0,0,0,1,68,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.004203846999999872,6,0,404,0,67.33333333333333,0,96102.450921742,1427.2641226001288,0.0019755529999998522,2.338600000006963e-05,0.004203846999999872,0.0008407693999999743,0.0009041456681055817,0.0019755529999998522,2.338600000006963e-05,0,0,0,0,0,0,0,0,0,120,0,1427.2641226001288,0.0,66,74,67.33333333333333,3.265986323710904,10.666666666666666,0,0,0,0,0,0,0,0,0.0,67.33333333333333,67.33333333333333,0,120,0,0,0,0,0,0,6,404,0,0,-1,-1,6,20,0,0,0,0,0,0,0,0
0.003891545999999746,4,0,445,0,111.25,0,114350.44067320008,1027.8691296467423,0.0019827999999999513,0.0005775169999999719,0.003891545999999746,0.0012971819999999152,0.0007032598923434925,0.0019827999999999513,0.0005775169999999719,0,0,0,0,0,0,0,0,0,80,0,1027.8691296467423,0.0,66,239,111.25,85.25012218955075,7267.583333333333,0,0,0,0,0,0,0,0,0.0,111.25,111.25,0,80,0,0,0,0,0,0,4,445,0,0,-1,-1,4,20,0,0,0,0,0,0,0,0
0.0,1,0,262,0,262.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,262,262,262.0,,,0,0,0,0,0,0,0,0,0.0,262.0,262.0,0,20,0,0,0,0,0,0,1,262,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.0,1,0,68,0,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,68,68,68.0,,,0,0,0,0,0,0,0,0,0.0,68.0,68.0,0,20,0,0,0,0,0,0,1,68,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.00312076899999969,6,0,404,0,67.33333333333333,0,129455.27208199009,1922.603050722625,0.0015101980000000736,6.73530000003808e-05,0.00312076899999969,0.000624153799999938,0.0006568608491917091,0.0015101980000000736,6.73530000003808e-05,0,0,0,0,0,0,0,0,0,120,0,1922.603050722625,0.0,66,74,67.33333333333333,3.265986323710904,10.666666666666666,0,0,0,0,0,0,0,0,0.0,67.33333333333333,67.33333333333333,0,120,0,0,0,0,0,0,6,404,0,0,-1,-1,6,20,0,0,0,0,0,0,0,0
0.0028742409999997776,4,0,445,0,111.25,0,154823.4820949372,1391.671749167975,0.001524738000000525,0.00027694599999961156,0.0028742409999997776,0.0009580803333332591,0.0006317237523038487,0.001524738000000525,0.00027694599999961156,0,0,0,0,0,0,0,0,0,80,0,1391.671749167975,0.0,66,239,111.25,85.25012218955075,7267.583333333333,0,0,0,0,0,0,0,0,0.0,111.25,111.25,0,80,0,0,0,0,0,0,4,445,0,0,-1,-1,4,20,0,0,0,0,0,0,0,0
0.0,1,0,262,0,262.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,262,262,262.0,,,0,0,0,0,0,0,0,0,0.0,262.0,262.0,0,20,0,0,0,0,0,0,1,262,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.0,1,0,68,0,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,68,68,68.0,,,0,0,0,0,0,0,0,0,0.0,68.0,68.0,0,20,0,0,0,0,0,0,1,68,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.004300420999999943,6,0,404,0,67.33333333333333,0,93944.29057062212,1395.2122361973582,0.00204590299999996,0.00010397299999986842,0.004300420999999943,0.0008600841999999887,0.0009483604747357034,0.00204590299999996,0.00010397299999986842,0,0,0,0,0,0,0,0,0,120,0,1395.2122361973582,0.0,66,74,67.33333333333333,3.265986323710904,10.666666666666666,0,0,0,0,0,0,0,0,0.0,67.33333333333333,67.33333333333333,0,120,0,0,0,0,0,0,6,404,0,0,-1,-1,6,20,0,0,0,0,0,0,0,0
0.004027465000000063,4,0,445,0,111.25,0,110491.33884465613,993.1805738845495,0.0019521720000001963,0.00034236599999992734,0.004027465000000063,0.0013424883333333544,0.000873041009191723,0.0019521720000001963,0.00034236599999992734,0,0,0,0,0,0,0,0,0,80,0,993.1805738845495,0.0,66,239,111.25,85.25012218955075,7267.583333333333,0,0,0,0,0,0,0,0,0.0,111.25,111.25,0,80,0,0,0,0,0,0,4,445,0,0,-1,-1,4,20,0,0,0,0,0,0,0,0
