Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
0.014090819999999837,5,0,537,0,107.4,0,38109.91837238757,354.8409531879662,0.013433896999998751,3.819999996323986e-07,0.014090819999999837,0.0035227049999999593,0.006610697709896756,0.013433896999998751,3.819999996323986e-07,0,0,0,0,0,0,0,0,0,100,0,354.8409531879662,0.0,60,291,107.4,102.6683982537957,10540.800000000001,0,0,0,0,0,0,0,0,0.0,107.4,107.4,0,100,0,0,0,0,0,0,5,537,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0
0.014111549000002555,5,0,455,0,91.0,0,32243.093936740584,354.31971359055586,0.010759028000002502,1.3614000000217175e-05,0.014111549000002555,0.0035278872500006386,0.00495525258077719,0.010759028000002502,1.3614000000217175e-05,0,0,0,0,0,0,0,0,0,100,0,354.31971359055586,0.0,54,227,91.0,76.20367445208925,5807.0,0,0,0,0,0,0,0,0,0.0,91.0,91.0,0,100,0,0,0,0,0,0,5,455,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0
0.0,1,0,116,0,116.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,116,116,116.0,,,0,0,0,0,0,0,0,0,0.0,116.0,116.0,0,20,0,0,0,0,0,0,1,116,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.0,1,0,66,0,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,66,66,66.0,,,0,0,0,0,0,0,0,0,0.0,66.0,66.0,0,20,0,0,0,0,0,0,1,66,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.01751069199999833,5,0,537,0,107.4,0,30666.977638579403,285.5398290370522,0.017237740999998863,1.089999983605594e-07,0.01751069199999833,0.004377672999999582,0.008574340484116568,0.017237740999998863,1.089999983605594e-07,0,0,0,0,0,0,0,0,0,100,0,285.5398290370522,0.0,60,291,107.4,102.6683982537957,10540.800000000001,0,0,0,0,0,0,0,0,0.0,107.4,107.4,0,100,0,0,0,0,0,0,5,537,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0
0.017507118999997573,5,0,455,0,91.0,0,25989.42750089624,285.59810440545317,0.015193059999997871,1.2949999998568273e-05,0.017507118999997573,0.004376779749999393,0.007264393937998421,0.015193059999997871,1.2949999998568273e-05,0,0,0,0,0,0,0,0,0,100,0,285.59810440545317,0.0,54,227,91.0,76.20367445208925,5807.0,0,0,0,0,0,0,0,0,0.0,91.0,91.0,0,100,0,0,0,0,0,0,5,455,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0
0.0,1,0,116,0,116.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,116,116,116.0,,,0,0,0,0,0,0,0,0,0.0,116.0,116.0,0,20,0,0,0,0,0,0,1,116,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.0,1,0,66,0,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,66,66,66.0,,,0,0,0,0,0,0,0,0,0.0,66.0,66.0,0,20,0,0,0,0,0,0,1,66,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.015066262000001274,5,0,537,0,107.4,0,35642.5502224742,331.8673205072086,0.014545656999999323,3.5200000070290116e-07,0.015066262000001274,0.0037665655000003184,0.007187104366298302,0.014545656999999323,3.5200000070290116e-07,0,0,0,0,0,0,0,0,0,100,0,331.8673205072086,0.0,60,291,107.4,102.6683982537957,10540.800000000001,0,0,0,0,0,0,0,0,0.0,107.4,107.4,0,100,0,0,0,0,0,0,5,537,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0
0.015059655999998256,5,0,455,0,91.0,0,30213.173528004405,332.0128959121363,0.011549202000001202,4.366099999941753e-05,0.015059655999998256,0.003764913999999564,0.005382655311209413,0.011549202000001202,4.366099999941753e-05,0,0,0,0,0,0,0,0,0,100,0,332.0128959121363,0.0,54,227,91.0,76.20367445208925,5807.0,0,0,0,0,0,0,0,0,0.0,91.0,91.0,0,100,0,0,0,0,0,0,5,455,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0
0.0,1,0,116,0,116.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,116,116,116.0,,,0,0,0,0,0,0,0,0,0.0,116.0,116.0,0,20,0,0,0,0,0,0,1,116,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.0,1,0,66,0,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,66,66,66.0,,,0,0,0,0,0,0,0,0,0.0,66.0,66.0,0,20,0,0,0,0,0,0,1,66,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.012552941000002704,5,0,537,0,107.4,0,42778.81972040531,398.3130327784479,0.012218734000001064,2.0099999886724618e-07,0.012552941000002704,0.003138235250000676,0.006054603577261603,0.012218734000001064,2.0099999886724618e-07,0,0,0,0,0,0,0,0,0,100,0,398.3130327784479,0.0,60,291,107.4,102.6683982537957,10540.800000000001,0,0,0,0,0,0,0,0,0.0,107.4,107.4,0,100,0,0,0,0,0,0,5,537,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0
0.012533717999996696,5,0,455,0,91.0,0,36302.077324551254,398.92392664342043,0.010940808999997387,9.964000000195483e-06,0.012533717999996696,0.003133429499999174,0.005235999724113065,0.010940808999997387,9.964000000195483e-06,0,0,0,0,0,0,0,0,0,100,0,398.92392664342043,0.0,54,227,91.0,76.20367445208925,5807.0,0,0,0,0,0,0,0,0,0.0,91.0,91.0,0,100,0,0,0,0,0,0,5,455,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0
0.0,1,0,116,0,116.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,116,116,116.0,,,0,0,0,0,0,0,0,0,0.0,116.0,116.0,0,20,0,0,0,0,0,0,1,116,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.0,1,0,66,0,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,66,66,66.0,,,0,0,0,0,0,0,0,0,0.0,66.0,66.0,0,20,0,0,0,0,0,0,1,66,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0
0.017344013999998964,5,0,537,0,107.4,0,30961.690875020748,288.28390013985796,0.01713261400000121,1.579999988621239e-07,0.017344013999998964,0.004336003499999741,0.00853136677812043,0.01713261400000121,1.579999988621239e-07,0,0,0,0,0,0,0,0,0,100,0,288.28390013985796,0.0,60,291,107.4,102.6683982537957,10540.800000000001,0,0,0,0,0,0,0,0,0.0,107.4,107.4,0,100,0,0,0,0,0,0,5,537,0,0,-1,-1,5,20,0,0,0,0,0,0,0,0
